card_id;mtr_code;ksm_code;item_type;subtype;name;designation;dn;outer_diameter;wall_thickness;d1;d2;angle;pn;steel_grade;strength_class;medium;medium_compatibility_status;h2s_confirmed;co2_confirmed;inner_coating;outer_coating;climate_version;gost_tu;standard;stock_qty;unit;synthetic
SYN-REG-CARD-000072;MTR-SYN-REG-000072;KSM-SYN-REG-000072;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 219x10 09Г2С;Труба бесшовная горячедеформированная 219x10 09Г2С;200;219;10;;;;40;09Г2С;К42;газ с CO2;requires_tu_lnd_passport;;;False;;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;46;pcs;True
SYN-REG-CARD-000073;MTR-SYN-REG-000073;KSM-SYN-REG-000073;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 57x4 09Г2С;Труба бесшовная горячедеформированная 57x4 09Г2С;50;57;4;;;;160;09Г2С;К56;нефть;requires_project_and_passport;;;False;True;УХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;25;pcs;True
SYN-REG-CARD-000074;MTR-SYN-REG-000074;KSM-SYN-REG-000074;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 159x8 13ХФА;Труба бесшовная горячедеформированная 159x8 13ХФА;150;159;8;;;;16;13ХФА;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;У;ГОСТ 8731-2025;ГОСТ 8731-2025;10;pcs;True
SYN-REG-CARD-000075;MTR-SYN-REG-000075;KSM-SYN-REG-000075;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 377x12 13ХФА;Труба бесшовная горячедеформированная 377x12 13ХФА;350;377;12;;;;40;13ХФА;К52;коррозионно-активная среда;requires_tu_lnd_passport;;;;False;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;18;pcs;True
SYN-REG-CARD-000076;MTR-SYN-REG-000076;KSM-SYN-REG-000076;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 133x6 09ГСФ;Труба бесшовная горячедеформированная 133x6 09ГСФ;125;133;6;;;;40;09ГСФ;К56;коррозионно-активная среда;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;34;pcs;True
SYN-REG-CARD-000077;MTR-SYN-REG-000077;KSM-SYN-REG-000077;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 89x6 09ГСФ;Труба бесшовная горячедеформированная 89x6 09ГСФ;80;89;6;;;;40;09ГСФ;К48;техническая вода;requires_project_and_passport;;;;True;УХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;51;pcs;True
SYN-REG-CARD-000078;MTR-SYN-REG-000078;KSM-SYN-REG-000078;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 273x10 09Г2С;Труба бесшовная горячедеформированная 273x10 09Г2С;250;273;10;;;;63;09Г2С;К52;коррозионно-активная среда;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;16;pcs;True
SYN-REG-CARD-000079;MTR-SYN-REG-000079;KSM-SYN-REG-000079;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 108x6 09Г2С;Труба бесшовная горячедеформированная 108x6 09Г2С;100;108;6;;;;40;09Г2С;К52;газ с H2S;requires_tu_lnd_passport;;;False;True;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;50;pcs;True
SYN-REG-CARD-000080;MTR-SYN-REG-000080;KSM-SYN-REG-000080;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 426x14 13ХФА;Труба бесшовная горячедеформированная 426x14 13ХФА;400;426;14;;;;63;13ХФА;К42;природный газ;requires_project_and_passport;;;;False;У;ГОСТ 8731-2025;ГОСТ 8731-2025;17;pcs;True
SYN-REG-CARD-000081;MTR-SYN-REG-000081;KSM-SYN-REG-000081;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 219x10 09ГСФ;Труба бесшовная горячедеформированная 219x10 09ГСФ;200;219;10;;;;160;09ГСФ;К56;газ с H2S;requires_tu_lnd_passport;;;False;True;УХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;43;pcs;True
SYN-REG-CARD-000082;MTR-SYN-REG-000082;KSM-SYN-REG-000082;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 377x12 13ХФА;Труба бесшовная горячедеформированная 377x12 13ХФА;350;377;12;;;;25;13ХФА;К52;техническая вода;requires_project_and_passport;;;True;True;УХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;33;pcs;True
SYN-REG-CARD-000083;MTR-SYN-REG-000083;KSM-SYN-REG-000083;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 108x6 20;Труба бесшовная горячедеформированная 108x6 20;100;108;6;;;;25;20;К48;газ с H2S;requires_tu_lnd_passport;;;;;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;28;pcs;True
SYN-REG-CARD-000084;MTR-SYN-REG-000084;KSM-SYN-REG-000084;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 426x14 20;Труба бесшовная горячедеформированная 426x14 20;400;426;14;;;;160;20;К42;техническая вода;requires_project_and_passport;;;False;;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;32;pcs;True
SYN-REG-CARD-000085;MTR-SYN-REG-000085;KSM-SYN-REG-000085;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 377x12 09ГСФ;Труба бесшовная горячедеформированная 377x12 09ГСФ;350;377;12;;;;40;09ГСФ;К42;газ с H2S;requires_tu_lnd_passport;;;False;True;У;ГОСТ 8731-2025;ГОСТ 8731-2025;56;pcs;True
SYN-REG-CARD-000086;MTR-SYN-REG-000086;KSM-SYN-REG-000086;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 133x6 09ГСФ;Труба бесшовная горячедеформированная 133x6 09ГСФ;125;133;6;;;;160;09ГСФ;К48;газ с H2S и CO2;requires_tu_lnd_passport;;;True;True;У;ГОСТ 8731-2025;ГОСТ 8731-2025;12;pcs;True
SYN-REG-CARD-000087;MTR-SYN-REG-000087;KSM-SYN-REG-000087;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 325x12 13ХФА;Труба бесшовная горячедеформированная 325x12 13ХФА;300;325;12;;;;16;13ХФА;К42;газ с CO2;requires_tu_lnd_passport;;;True;False;У;ГОСТ 8731-2025;ГОСТ 8731-2025;22;pcs;True
SYN-REG-CARD-000088;MTR-SYN-REG-000088;KSM-SYN-REG-000088;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 273x10 09ГСФ;Труба бесшовная горячедеформированная 273x10 09ГСФ;250;273;10;;;;63;09ГСФ;К42;нефть;requires_project_and_passport;;;True;;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;14;pcs;True
SYN-REG-CARD-000089;MTR-SYN-REG-000089;KSM-SYN-REG-000089;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 133x6 09ГСФ;Труба бесшовная горячедеформированная 133x6 09ГСФ;125;133;6;;;;160;09ГСФ;К56;газ с H2S и CO2;requires_tu_lnd_passport;;;False;;У;ГОСТ 8731-2025;ГОСТ 8731-2025;40;pcs;True
SYN-REG-CARD-000090;MTR-SYN-REG-000090;KSM-SYN-REG-000090;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 530x16 20;Труба бесшовная горячедеформированная 530x16 20;500;530;16;;;;160;20;К56;газ с H2S;requires_tu_lnd_passport;;;;;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;47;pcs;True
SYN-REG-CARD-000091;MTR-SYN-REG-000091;KSM-SYN-REG-000091;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 76x5 13ХФА;Труба бесшовная горячедеформированная 76x5 13ХФА;65;76;5;;;;40;13ХФА;К42;техническая вода;requires_project_and_passport;;;False;False;УХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;64;pcs;True
SYN-REG-CARD-000092;MTR-SYN-REG-000092;KSM-SYN-REG-000092;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 159x8 20;Труба бесшовная горячедеформированная 159x8 20;150;159;8;;;;63;20;К56;газ с H2S;requires_tu_lnd_passport;;;False;;У;ГОСТ 8731-2025;ГОСТ 8731-2025;15;pcs;True
SYN-REG-CARD-000093;MTR-SYN-REG-000093;KSM-SYN-REG-000093;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 325x12 13ХФА;Труба бесшовная горячедеформированная 325x12 13ХФА;300;325;12;;;;160;13ХФА;К56;газ с H2S;requires_tu_lnd_passport;;;False;;УХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;53;pcs;True
SYN-REG-CARD-000094;MTR-SYN-REG-000094;KSM-SYN-REG-000094;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 133x6 20;Труба бесшовная горячедеформированная 133x6 20;125;133;6;;;;160;20;К56;газ с H2S и CO2;requires_tu_lnd_passport;;;;False;У;ГОСТ 8731-2025;ГОСТ 8731-2025;7;pcs;True
SYN-REG-CARD-000095;MTR-SYN-REG-000095;KSM-SYN-REG-000095;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 219x10 09Г2С;Труба бесшовная горячедеформированная 219x10 09Г2С;200;219;10;;;;16;09Г2С;К42;техническая вода;requires_project_and_passport;;;False;;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;28;pcs;True
SYN-REG-CARD-000096;MTR-SYN-REG-000096;KSM-SYN-REG-000096;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 133x6 20;Труба бесшовная горячедеформированная 133x6 20;125;133;6;;;;16;20;К48;газ с CO2;requires_tu_lnd_passport;;;True;;У;ГОСТ 8731-2025;ГОСТ 8731-2025;59;pcs;True
SYN-REG-CARD-000097;MTR-SYN-REG-000097;KSM-SYN-REG-000097;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 219x10 09Г2С;Труба бесшовная горячедеформированная 219x10 09Г2С;200;219;10;;;;16;09Г2С;К42;газ с H2S;requires_tu_lnd_passport;;;False;False;ХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;47;pcs;True
SYN-REG-CARD-000098;MTR-SYN-REG-000098;KSM-SYN-REG-000098;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 325x12 13ХФА;Труба бесшовная горячедеформированная 325x12 13ХФА;300;325;12;;;;25;13ХФА;К48;газ с H2S;requires_tu_lnd_passport;;;False;True;У;ГОСТ 8731-2025;ГОСТ 8731-2025;3;pcs;True
SYN-REG-CARD-000099;MTR-SYN-REG-000099;KSM-SYN-REG-000099;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 159x8 09Г2С;Труба бесшовная горячедеформированная 159x8 09Г2С;150;159;8;;;;63;09Г2С;К48;коррозионно-активная среда;requires_tu_lnd_passport;;;True;True;УХЛ;ГОСТ 8731-2025;ГОСТ 8731-2025;69;pcs;True
SYN-REG-CARD-000100;MTR-SYN-REG-000100;KSM-SYN-REG-000100;труба;бесшовная горячедеформированная;Труба бесшовная горячедеформированная 108x6 09Г2С;Труба бесшовная горячедеформированная 108x6 09Г2С;100;108;6;;;;63;09Г2С;К42;газ с H2S;requires_tu_lnd_passport;;;True;;У;ГОСТ 8731-2025;ГОСТ 8731-2025;75;pcs;True
